1583510400,9008.01,8998.3,8998.37,9006.84,36.21395427
1583510460,9010,9003.1,9007.05,9010,50.76111175
1583510520,9014.1,9009.69,9010,9012.99,38.86384189
1583510580,9022.94,9012.73,9012.73,9022.4,48.82972765
1583510640,9029.51,9020.58,9022.95,9026.02,43.80398636
1583510700,9027.3,9017.49,9025.26,9018.29,26.9659588
1583510760,9019.23,9013.02,9018.29,9014.98,8.71751577
1583510820,9024.2,9009.99,9014.98,9020.15,34.74154373
1583510880,9024.98,9020.01,9020.02,9024.98,8.71607018
1583510940,9024.99,9020,9024.99,9020.69,23.08500537
1583511000,9032.77,9020.68,9020.69,9030.89,21.05543714
1583511060,9032.78,9030.29,9030.81,9032.31,12.42822782
1583511120,9039,9032.27,9032.31,9038.56,19.4308337
1583511180,9039.24,9032.71,9037.85,9034.02,49.79521029
1583511240,9038.56,9027.41,9034.02,9037.5,16.31088471
1583511300,9047.13,9028.27,9038.08,9047.11,44.82551697
1583511360,9049.99,9045.12,9047.41,9047.04,15.339794
1583511420,9052.59,9047.05,9047.43,9050.07,19.91735558
1583511480,9050.45,9047,9050.15,9048.42,26.4897887
1583511540,9051.45,9035.72,9048.41,9039.34,56.14829259
1583511600,9040.74,9039.33,9039.34,9039.66,8.95510676
1583511660,9043.87,9032.7,9039.6,9039.81,30.70370937
1583511720,9041.09,9038.31,9039.81,9039.3,11.21368411
1583511780,9043.6,9038.98,9039.38,9039.63,17.979289
1583511840,9042.43,9034.05,9039.58,9034.78,16.666076
1583511900,9034.7,9027.68,9034.05,9032.12,20.16130655
1583511960,9044.77,9032.28,9032.47,9043.58,15.73074
1583512020,9044.27,9033.35,9044.17,9035.12,10.30369676
1583512080,9040.79,9036,9036.09,9038.2,10.316425
1583512140,9043.09,9037.98,9038.7,9041.9,7.174333
1583512200,9042.29,9039.88,9041.93,9040.01,8.98782976
1583512260,9045.24,9040.01,9040.01,9043.94,6.139329
1583512320,9061.22,9043.97,9044.01,9059.94,29.79054429
1583512380,9064.17,9056.31,9060.21,9062.68,34.70344707
1583512440,9063.16,9056.12,9060.93,9057.49,8.773052
1583512500,9057.5,9051.47,9057.49,9055.05,7.39887077
1583512560,9057.05,9052.71,9055.05,9054.22,12.50802261
1583512620,9054.13,9049.06,9054.13,9050.5,9.28605647
1583512680,9056.17,9050.51,9050.51,9052.24,12.366478
1583512740,9052.26,9051.02,9052.25,9051.1,7.83624598
1583512800,9057.33,9050.92,9051.45,9056.51,12.93926702
1583512860,9056.52,9056.12,9056.51,9056.17,10.231538
1583512920,9056.39,9046.18,9056.12,9050.15,26.79784149
1583512980,9051.85,9046.92,9050.15,9051.84,19.392324
1583513040,9053,9046.64,9051.84,9046.96,12.094624
1583513100,9046.96,9033.81,9046.96,9037.38,24.03797638
1583513160,9038.39,9033.81,9036.49,9035.65,9.304773
1583513220,9040.79,9033.82,9036.28,9040.01,7.325245
1583513280,9044.95,9040.12,9040.12,9040.81,10.6609
1583513340,9044.26,9039.91,9040.81,9042.51,12.182876
1583513400,9045.48,9041.46,9042.93,9043.85,12.027103
1583513460,9045.91,9040.79,9043.84,9045.57,16.787262
1583513520,9045.57,9040,9045.57,9041.51,6.245882
1583513580,9049.78,9042.31,9042.31,9047.79,9.90341205
1583513640,9049.82,9047.78,9047.79,9049.49,7.237059
1583513700,9056.44,9049.23,9049.23,9056.44,12.649833
1583513760,9061.01,9056.5,9056.5,9056.67,14.442995
1583513820,9057.82,9051.65,9056.58,9056.11,6.664687
1583513880,9057.8,9054.96,9055.86,9057.05,4.55487704
1583513940,9057.21,9048.42,9057.05,9052.05,9.19120249
1583514000,9052.7,9050.19,9052.33,9052.51,1.20807733
1583514060,9057.28,9051.12,9051.48,9055.06,8.17970594
1583514120,9058.51,9053.4,9055.14,9053.4,3.201107
1583514180,9053.92,9051.51,9053.4,9052.98,6.85609837
1583514240,9052.68,9050.35,9052.68,9052.27,3.706643
1583514300,9063.02,9052.27,9052.28,9062.39,11.66495325
1583514360,9063.04,9058.49,9063.04,9061.67,5.092398
1583514420,9064.24,9060.18,9062.16,9064.21,8.18980331
1583514480,9065.04,9059.46,9064.21,9060.22,33.642938
1583514540,9064.82,9060.23,9060.23,9061.88,11.705866
1583514600,9062.58,9057.34,9062.58,9057.95,10.27371
1583514660,9060.02,9056.6,9057.95,9059.85,4.94432724
1583514720,9059.98,9057.83,9059.84,9057.95,6.94498766
1583514780,9059.02,9057.45,9057.87,9057.97,7.0407976
1583514840,9058.11,9057.45,9057.88,9057.46,1.942549
1583514900,9058.18,9054.96,9057.46,9056.91,6.473824
1583514960,9059.81,9056.64,9057.13,9058.51,11.218098
1583515020,9059.75,9058.38,9058.52,9059.33,21.68292282
1583515080,9065.87,9059.52,9059.52,9065.46,12.11019246
1583515140,9078,9065.44,9065.51,9076.25,29.29284135
1583515200,9082.47,9073.14,9073.38,9074.68,17.45092027
1583515260,9075.12,9072.11,9074.53,9074.19,15.90204601
1583515320,9075.88,9074.18,9074.26,9074.33,14.694949
1583515380,9074.2,9072.26,9074.19,9073.04,9.15588957
1583515440,9076.51,9070.87,9072.86,9070.87,15.35260646
1583515500,9070.68,9062.83,9070.68,9063.28,13.0391264
1583515560,9069.99,9063.37,9063.37,9067.01,7.60243239
1583515620,9073.51,9065.79,9066.79,9067.09,9.39660591
1583515680,9069.7,9065.09,9066.89,9067.82,4.71088546
1583515740,9075.7,9067.64,9067.76,9074.51,20.980321
1583515800,9077.92,9074.52,9074.52,9077.89,4.677819
1583515860,9078.21,9070.47,9077.93,9070.62,10.99335765
1583515920,9071.31,9067.98,9070.63,9067.99,6.787333
1583515980,9071.29,9065.26,9067.98,9069.7,8.302973
1583516040,9070.91,9066.93,9069.91,9068.82,5.14569523
1583516100,9069.48,9064.45,9068.47,9066.68,14.256718
1583516160,9073.91,9066.68,9066.68,9073.91,4.844541
1583516220,9075.1,9071.46,9073.83,9072.72,3.640044
1583516280,9072.72,9061,9072.72,9062.85,15.728078
1583516340,9065.79,9057.22,9062.92,9064.98,11.38196201
1583516400,9066.81,9064.98,9064.99,9066.81,12.75171965
1583516460,9067.1,9060.79,9066.8,9062.73,23.07744754
1583516520,9065.82,9060,9062.72,9061.25,6.432306
1583516580,9070.71,9060,9061.46,9070.71,20.54549
1583516640,9070.71,9066.29,9070.71,9066.69,5.23506787
1583516700,9070.8,9066.54,9066.54,9070.79,3.646158
1583516760,9071.93,9066.85,9070.8,9066.88,6.2630013
1583516820,9066.87,9056.73,9066.79,9059.33,12.45503613
1583516880,9059.33,9056.99,9059.33,9056.99,19.459332
1583516940,9061.2,9056.99,9056.99,9060.29,34.382809
1583517000,9061.92,9056.5,9060.37,9061.92,13.038628
1583517060,9069.47,9061.99,9061.99,9065.36,5.551905
1583517120,9066.29,9065.1,9065.52,9065.12,3.858498
1583517180,9069.04,9063.32,9065.13,9063.34,4.63799175
1583517240,9069.49,9063.32,9063.33,9069.07,3.346064
1583517300,9074.09,9068.85,9069.07,9071.57,4.179001
1583517360,9071.57,9067.71,9071.57,9068.27,5.079053
1583517420,9072.57,9068.2,9068.32,9068.73,11.036801
1583517480,9071.29,9068.49,9068.76,9070.73,19.47389655
1583517540,9074.93,9069.49,9070.6,9074.93,5.30181077
1583517600,9074.69,9072.91,9074.66,9072.91,3.92197149
1583517660,9073.79,9068,9073.01,9068.93,27.737628
1583517720,9068.94,9066.44,9068.87,9066.53,8.351382
1583517780,9067.53,9065.63,9066.53,9066.16,8.72485663
1583517840,9071.42,9065.87,9066.15,9071.23,9.04890119
1583517900,9077.71,9071.35,9071.35,9076.41,10.811529
1583517960,9080,9074.86,9076.42,9075.36,12.325356
1583518020,9075.37,9071.92,9075.36,9072.52,12.183597
1583518080,9076.52,9068.84,9072.52,9076.51,9.867245
1583518140,9076.81,9076.42,9076.51,9076.54,1.394562
1583518200,9077.26,9074.06,9076.53,9075.49,9.486518
1583518260,9075.98,9073.21,9075.48,9074.09,5.613417
1583518320,9077.26,9073.4,9073.43,9077.25,6.429611
1583518380,9079.72,9077.18,9077.25,9079.53,2.10953677
1583518440,9079.54,9073.46,9079.53,9073.93,5.10770964
1583518500,9073.9,9070.26,9073.88,9071.43,3.162131
1583518560,9071.7,9071.41,9071.42,9071.44,1.561116
1583518620,9071.7,9069.07,9071.49,9069.17,4.344755
1583518680,9069.71,9069.17,9069.17,9069.7,1.492872
1583518740,9069.7,9064.93,9069.7,9066.13,8.7652491
1583518800,9066.13,9063.52,9065.66,9065.18,2.850967
1583518860,9065.98,9063.52,9065.18,9065.26,7.269885
1583518920,9065.26,9060.01,9065.09,9062.06,8.505349
1583518980,9062.06,9057.88,9062.06,9059.43,18.524921
1583519040,9064.49,9059.43,9059.43,9061.83,10.299059
1583519100,9066.57,9061.84,9061.84,9064.99,34.743957
1583519160,9065.29,9062.11,9065.29,9063.02,3.235873
1583519220,9063.81,9058.16,9063.03,9058.56,13.79093753
1583519280,9065.5,9057.98,9059.24,9061.45,6.987473
1583519340,9062.37,9060.85,9061.83,9062.02,1.309825
1583519400,9069,9062.01,9062.01,9068.39,22.771729
1583519460,9069.91,9068.01,9068.38,9069.91,5.392394
1583519520,9072.42,9069.92,9069.92,9072.42,8.005196
1583519580,9073.51,9066.32,9072.42,9068.93,6.61017902
1583519640,9071.18,9068.93,9068.93,9071.18,4.1179723
1583519700,9071.17,9064.7,9071.12,9066.61,24.501924
1583519760,9072.39,9066.65,9066.65,9070.89,2.575716
1583519820,9073.97,9068.59,9070.89,9069.45,20.3077756
1583519880,9071.46,9069.57,9069.57,9069.99,2.90037386
1583519940,9071.48,9069.73,9070.05,9069.74,6.090269
1583520000,9074.33,9068.36,9069.87,9073.14,18.738554
1583520060,9073.16,9071,9072.83,9071.52,1.94302666
1583520120,9075.28,9071.4,9071.4,9074.58,6.337607
1583520180,9073.27,9071.48,9073.27,9073.08,1.254796
1583520240,9074.54,9071.39,9073.09,9072.21,2.583723
1583520300,9072.74,9070.31,9071.4,9071.04,2.034846
1583520360,9073.09,9069.69,9071.04,9070.99,4.366819
1583520420,9071.79,9069.59,9069.93,9070.53,3.185476
1583520480,9071.46,9071,9071.24,9071.45,2.154651
1583520540,9076.18,9071.03,9071.45,9074.49,3.732267
1583520600,9076.69,9073,9074.49,9073,18.322964
1583520660,9077.83,9072.94,9073.01,9076.61,6.502982
1583520720,9078.04,9076.62,9076.62,9077.33,2.768169
